t,x
0.0,0.0
0.01,0.002506260429701368
0.02,0.005025083542085751
0.03,0.007556532307862129
0.04,0.010100670013381441
0.05,0.01265756026221887
0.06,0.015227266976763909
0.07,0.01780985439981797
0.08,0.020405387096201433
0.09,0.023013929954366685
0.1,0.025635548188021273
0.11,0.028270307337757372
0.12,0.030918273272691033
0.13,0.03357951219210853
0.14,0.03625409062712137
0.15,0.03894207544232997
0.16,0.04164353383749453
0.17,0.04435853334921558
0.18,0.047087141852622416
0.19,0.04982942756306985
0.2,0.052585459037843174
0.21,0.055355305177873126
0.22,0.05813903522945718
0.23,0.06093671878599183
0.24,0.06374842578971163
0.25,0.06657422653343803
0.26,0.06941419166233687
0.27,0.07226839217568437
0.28,0.07513689942864188
0.29,0.07801978513404029
0.3,0.08091712136417217
0.31,0.08382898055259436
0.32,0.08675543549593812
0.33,0.08969655935572951
0.34,0.09265242566021814
0.35000000000000003,0.09562310830621568
0.36,0.09860868156094293
0.37,0.10160922006388673
0.38,0.10462479882866604
0.39,0.10765549324490697
0.4,0.11070137908012778
0.41000000000000003,0.11376253248163304
0.42,0.11683902997841711
0.43,0.11993094848307773
0.44,0.12303836529373857
0.45,0.1261613580959816
0.46,0.12930000496478977
0.47000000000000003,0.13245438436649803
0.48,0.13562457516075588
0.49,0.13881065660249825
0.5,0.1420127083439271
0.51,0.14523081043650277
0.52,0.14846504333294508
0.53,0.15171548788924505
0.54,0.15498222536668582
0.55,0.1582653374338744
0.56,0.1615649061687835
0.5700000000000001,0.16488101406080347
0.58,0.1682137440128041
0.59,0.17156317934320797
0.6,0.17492940378807265
0.61,0.17831250150318467
0.62,0.18171255706616307
0.63,0.18512965547857407
0.64,0.18856388216805597
0.65,0.19201532299045465
0.66,0.19548406423197073
0.67,0.19897019261131577
0.68,0.2024737952818808
0.6900000000000001,0.20599495983391514
0.7000000000000001,0.20953377429671582
0.71,0.21309032714082898
0.72,0.21666470728026077
0.73,0.22025700407470084
0.74,0.2238673073317563
0.75,0.22749570730919644
0.76,0.23114229471720982
0.77,0.23480716072067154
0.78,0.2384903969414225
0.79,0.24219209546055998
0.8,0.24591234882073998
0.81,0.2496512500284901
0.8200000000000001,0.2534088925565353
0.8300000000000001,0.25718537034613453
0.84,0.2609807778094292
0.85,0.2647952098318035
0.86,0.26862876177425676
0.87,0.2724815294757872
0.88,0.276353609255788
0.89,0.28024509791645535
0.9,0.28415609274520837
0.91,0.2880866915171215
0.92,0.2920369924973688
0.93,0.29600709444368056
0.9400000000000001,0.29999709660881224
0.9500000000000001,0.30400709874302556
0.96,0.30803720109658284
0.97,0.31208750442225297
0.98,0.3161581099778299
0.99,0.32024911952866464
1.0,0.32436063535020887
1.01,0.3284927602305723
1.02,0.3326455974730923
1.03,0.33681925089891607
1.04,0.34101382484959675
1.05,0.3452294241897016
1.06,0.3494661543094335
1.07,0.35372412112726626
1.08,0.35800343109259203
1.09,0.36230419118838275
1.1,0.36662650893386506
1.11,0.3709704923872075
1.12,0.3753362501482227
1.1300000000000001,0.3797238913610822
1.1400000000000001,0.3841335257170446
1.1500000000000001,0.38856526345719866
1.16,0.39301921537521856
1.17,0.3974954928201344
1.18,0.4019942076991153
1.19,0.40651547248026765
1.2,0.4110594001954464
1.21,0.4156261044430811
1.22,0.4202156993910159
1.23,0.4248282997793633
1.24,0.42946402092337344
1.25,0.4341229787163162
1.26,0.4388052896323793
1.27,0.4435110707295793
1.28,0.4482404396526888
1.29,0.4529935146361772
1.3,0.4577704145071667
1.31,0.46257125868840276
1.32,0.46739616720124
1.33,0.4722452606686426
1.34,0.4771186603181997
1.35,0.4820164879851564
1.36,0.48693886611545956
1.37,0.4918859177688186
1.3800000000000001,0.4968577666217828
1.3900000000000001,0.5018545369708323
1.4000000000000001,0.5068763537354859
1.41,0.5119233424614242
1.42,0.5169956293236289
1.43,0.522093341129535
1.44,0.5272166053222036
1.45,0.532365549983506
1.46,0.5375403038373272
1.47,0.5427409962527832
1.48,0.5479677572474546
1.49,0.5532207174906392
1.5,0.5585000083066161
1.51,0.5638057616779311
1.52,0.5691381102486948
1.53,0.5744971873278988
1.54,0.5798831268927496
1.55,0.5852960635920166
1.56,0.5907361327493994
1.57,0.5962034703669101
1.58,0.601698213128274
1.59,0.6072204984023464
1.6,0.6127704642465466
1.61,0.6183482494103096
1.62,0.6239539933385554
1.6300000000000001,0.6295878361751741
1.6400000000000001,0.6352499187665299
1.6500000000000001,0.6409403826649824
1.6600000000000001,0.6466593701324257
1.67,0.6524070241438442
1.68,0.6581834883908875
1.69,0.6639889072854628
1.7,0.6698234259633447
1.71,0.6756871902878041
1.72,0.6815803468532544
1.73,0.6875030429889166
1.74,0.693455426762503
1.75,0.6994376469839176
1.76,0.7054498532089775
1.77,0.7114921957431515
1.78,0.7175648256453178
1.79,0.7236678947315403
1.8,0.7298015555788635
1.81,0.7359659615291287
1.82,0.7421612666928052
1.83,0.7483876259528452
1.84,0.7546451949685542
1.85,0.7609341301794836
1.86,0.7672545888093414
1.87,0.773606728869922
1.8800000000000001,0.7799907091650584
1.8900000000000001,0.78640668929459
1.9000000000000001,0.7928548296583546
1.9100000000000001,0.7993352914601968
1.92,0.805848236711999
1.93,0.8123938282377323
1.94,0.8189722296775255
1.95,0.8255836054917571
1.96,0.832228120965167
1.97,0.8389059422109879
1.98,0.8456172361750989
1.99,0.8523621706401987
2.0,0.8591409142299999
2.0100000000000002,0.8659536364134457
2.02,0.8728005075089451
2.0300000000000002,0.8796816986886327
2.04,0.8865973819826456
2.05,0.8935477302834269
2.06,0.9005329173500463
2.07,0.9075531178125436
2.08,0.9146085071762964
2.09,0.9216992618264062
2.1,0.9288255590321088
2.11,0.9359875769512049
2.12,0.9431854946345164
2.13,0.9504194920303595
2.14,0.9576897499890462
2.15,0.9649964502674038
2.16,0.9723397755333205
2.17,0.9797199093703095
2.18,0.9871370362821021
2.19,0.9945913416972565
2.2,1.002083011973797
2.21,1.00961223440387
2.22,1.0171791972184294
2.23,1.0247840895919387
2.24,1.032427101647104
2.25,1.0401084244596241
2.2600000000000002,1.04782825006297
2.27,1.0555867714531837
2.2800000000000002,1.063384182593704
2.29,1.0712206784202152
2.3000000000000003,1.0790964548455217
2.31,1.0870117087644438
2.32,1.094966638058742
2.33,1.1029614416020632
2.34,1.1109963192649117
2.35,1.1190714719196486
2.36,1.1271871014455097
2.37,1.1353434107336566
2.38,1.143540603692246
2.39,1.151778885251529
2.4,1.1600584613689733
2.41,1.1683795390344136
2.42,1.1767423262752243
2.43,1.1851470321615227
2.44,1.193593866811393
2.45,1.2020830413961419
2.46,1.2106147681455757
2.47,1.219189260353308
2.48,1.2278067323820903
2.49,1.2364673996691722
2.5,1.2451714787316868
2.5100000000000002,1.2539191871720645
2.52,1.262710743683471
2.5300000000000002,1.271546368055278
2.54,1.2804262811785545
2.5500000000000003,1.289350705051591
2.56,1.298319862785449
2.57,1.3073339786095395
2.58,1.3163932778772276
2.59,1.325497987071466
2.6,1.3346483338104598
2.61,1.343844546853353
2.62,1.353086856105952
2.63,1.3623754926264682
2.64,1.371710688631299
2.65,1.3810926775008305
2.66,1.3905216937852736
2.67,1.3999979732105257
2.68,1.4095217526840667
2.69,1.4190932703008787
2.7,1.4287127653494018
2.71,1.438380478317512
2.72,1.448096650898538
2.73,1.4578615259972993
2.74,1.4676753477361835
2.75,1.4775383614612434
2.7600000000000002,1.4874508137483375
2.77,1.497412952409288
2.7800000000000002,1.507425026498081
2.79,1.5174872863170896
2.8000000000000003,1.5275999834233347
2.81,1.5377633706347686
2.82,1.5479777020366021
2.83,1.5582432329876528
2.84,1.5685602201267277
2.85,1.578928921379044
2.86,1.5893495959626724
2.87,1.59982250439502
2.88,1.6103479084993437
2.89,1.620926071411294
2.9,1.6315572575854942
2.91,1.642241732802153
2.92,1.6529797641737067
2.93,1.6637716201515
2.94,1.6746175705324933
2.95,1.6855178864660112
2.96,1.6964728404605198
2.97,1.7074827063904405
2.98,1.718547759502993
2.99,1.7296682764250835
3.0,1.740844535170213
3.0100000000000002,1.7520768151454327
3.02,1.7633653971583265
3.0300000000000002,1.7747105634240334
3.04,1.7861125975723002
3.0500000000000003,1.7975717846545751
3.06,1.8090884111511314
3.0700000000000003,1.8206627649782319
3.08,1.8322951354953245
3.09,1.8439858135122784
3.1,1.855735091296653
3.11,1.8675432625810044
3.12,1.879410622570231
3.13,1.8913374679489485
3.14,1.9033240968889142
3.15,1.9153708090564754
3.16,1.927477905620064
3.17,1.9396456892577234
3.18,1.9518744641646806
3.19,1.9641645360609425
3.2,1.9765162121989492
3.21,1.9889298013712455
3.22,2.0014056139182084
3.23,2.0139439617358006
3.24,2.0265451582833713
3.25,2.03920951859149
3.2600000000000002,2.0519373592698242
3.27,2.064728998515053
3.2800000000000002,2.0775847561188256
3.29,2.0905049534757496
3.3000000000000003,2.1034899135914333
3.31,2.116539961090555
3.3200000000000003,2.1296554222249826
3.33,2.142836624881927
3.34,2.1560838985921413
3.35,2.1693975745381584
3.36,2.18277798556257
3.37,2.1962254661763496
3.38,2.2097403525672115
3.39,2.2233229826080203
3.4,2.2369736958652338
3.41,2.2506928336073955
3.42,2.264480738813662
3.43,2.2783377561823834
3.44,2.2922642321397135
3.45,2.3062605148482787
3.46,2.320326954215874
3.47,2.3344639019042175
3.48,2.3486717113377362
3.49,2.3629507377124077
3.5,2.3773013380046337
3.5100000000000002,2.39172387098017
3.52,2.406218697203091
3.5300000000000002,2.420786179044808
3.54,2.4354266806931255
3.5500000000000003,2.4501405681613475
3.56,2.4649282092974265
3.5700000000000003,2.479789973793162
3.58,2.4947262331934392
3.59,2.5097373609055222
3.6,2.5248237322083855
3.61,2.5399857242620962
3.62,2.555223716117247
3.63,2.570538088724427
3.64,2.585929224943749
3.65,2.6013975095544204
3.66,2.616943329264362
3.67,2.632567072719876
3.68,2.648269130515363
3.69,2.664049895203085
3.7,2.6799097613029823
3.71,2.695849125312532
3.72,2.711868385716665
3.73,2.727967942997726
3.74,2.7441481996454864
3.75,2.7604095601672034
3.7600000000000002,2.776752431097738
3.77,2.793177221009714
3.7800000000000002,2.8096843405237357
3.79,2.8262742023186496
3.8000000000000003,2.842947221141866
3.81,2.859703813819722
3.8200000000000003,2.876544399267909
3.83,2.8934693985019386
3.84,2.910479234647674
3.85,2.9275743329519064
3.86,2.944755120792981
3.87,2.962022027691491
3.88,2.9793754853210066
3.89,2.996815927518873
3.9,3.0143437902970533
3.91,3.0319595118530303
3.92,3.0496635325807597
3.93,3.0674562950816826
3.94,3.0853382441757873
3.95,3.1033098269127333
3.96,3.121371492583024
3.97,3.139523692729244
3.98,3.1577668811573396
3.99,3.176101513947974
4.0,3.19452804946792
4.01,3.2130469483815265
4.0200000000000005,3.231658673662232
4.03,3.2503636906041353
4.04,3.269162466833635
4.05,3.2880554723211164
4.0600000000000005,3.307043179392702
4.07,3.326126062742055
4.08,3.345304599442254
4.09,3.3645792689577156
4.1,3.3839505531561813
4.11,3.4034189363207674
4.12,3.4229849051620627
4.13,3.4426489488303096
4.14,3.4624115589276236
4.15,3.4822732295202887
4.16,3.5022344571510997
4.17,3.5222957408517903
4.18,3.542457582155497
4.19,3.5627204851093035
4.2,3.5830849562868368
4.21,3.6035515048009383
4.22,3.6241206423163863
4.23,3.644792883062692
4.24,3.665568743846948
4.25,3.686448744066757
4.26,3.7074334057232115
4.2700000000000005,3.7285232534339485
4.28,3.749718814446256
4.29,3.7710206186502644
4.3,3.7924291985921874
4.3100000000000005,3.8139450894876425
4.32,3.835568829235017
4.33,3.857300958428934
4.34,3.879142020373754
4.3500000000000005,3.9010925610971663
4.36,3.923153129363828
4.37,3.945324276689097
4.38,3.96760655735281
4.39,3.9900005284131455
4.4,4.012506749720548
4.41,4.035125783931718
4.42,4.05785819652369
4.43,4.080704555807965
4.44,4.103665432944716
4.45,4.126741401957062
4.46,4.149933039745434
4.47,4.173240926101984
4.48,4.196665643725087
4.49,4.220207778233899
4.5,4.243867918183011
4.51,4.267646655077155
4.5200000000000005,4.291544583385993
4.53,4.315562300558973
4.54,4.3397004070402785
4.55,4.363959506283828
4.5600000000000005,4.388340204768368
4.57,4.412843112012626
4.58,4.4374688405905625
4.59,4.462218006146673
4.6000000000000005,4.48709122741139
4.61,4.512089126216534
4.62,4.53721232751088
4.63,4.562461459375768
4.64,4.587837153040812
4.65,4.613340042899676
4.66,4.638970766525929
4.67,4.664729964689001
4.68,4.690618281370187
4.69,4.716636363778755
4.7,4.742784862368114
4.71,4.7690644308520955
4.72,4.795475726221278
4.73,4.8220194087594255
4.74,4.848696142059978
4.75,4.875506593042661
4.76,4.902451431970144
4.7700000000000005,4.929531332464808
4.78,4.956746971525567
4.79,4.984099029544822
4.8,5.011588190325446
4.8100000000000005,5.039215141097892
4.82,5.066980572537365
4.83,5.094885178781098
4.84,5.1229296574457015
4.8500000000000005,5.151114709644605
4.86,5.179441040005576
4.87,5.207909356688352
4.88,5.2365203714023325
4.89,5.265274799424375
4.9,5.294173359616681
4.91,5.323216774444755
4.92,5.3524057699954835
4.93,5.381741075995275
4.94,5.411223425828309
4.95,5.440853556554864
4.96,5.470632208929752
4.97,5.500560127420834
4.98,5.530638060227634
4.99,5.5608667593000325
